date,month,region,category,unit Sold,sales
7/30/2024,July,Africa,Accessories,19,1437.8
6/2/2024,June,South America,Accessories,41,2775.09
6/21/2024,June,Asia,Women,55,2647.38
11/17/2024,November,Asia,Kids,87,3241.16
12/28/2024,December,South America,Women,84,3264.69
3/19/2024,March,Africa,Footwear,6,460.16
9/3/2024,September,North America,Kids,88,6654.95
8/10/2023,August,South America,Men,22,1841.46
10/26/2024,October,South America,Accessories,70,5501.74
3/14/2024,March,South America,Kids,24,1877.16
3/30/2025,March,Asia,Kids,62,2024.89
7/21/2023,July,Europe,Accessories,42,804.1
10/17/2023,October,North America,Men,22,1728.27
7/12/2023,July,Africa,Women,82,1547.8
4/13/2025,April,Africa,Women,16,1574.24
3/24/2025,March,Europe,Kids,13,1153.85
1/8/2025,January,South America,Accessories,37,2146.43
10/4/2024,October,North America,Footwear,52,2168.22
8/14/2023,August,Africa,Men,24,1377.98
1/10/2025,January,Australia,Women,83,6315.23
11/13/2024,November,Africa,Men,84,6557.85
7/16/2023,July,South America,Men,91,1513.32
6/2/2025,June,Australia,Men,17,1401.43
10/20/2024,October,Europe,Accessories,16,1083.76
9/9/2023,September,North America,Accessories,1,13.65
3/30/2024,March,Europe,Accessories,85,3245.68
9/17/2023,September,Europe,Kids,91,5092.15
8/4/2024,August,North America,Accessories,1,26.96
12/19/2024,December,North America,Kids,30,719.15
4/20/2025,April,Africa,Women,84,947.97
3/2/2024,March,Africa,Women,24,2208.95
8/23/2024,August,North America,Women,46,692.29
8/4/2024,August,Australia,Women,2,85.88
1/4/2024,January,Asia,Women,15,427.79
1/27/2025,January,Africa,Accessories,29,2224.1
1/11/2025,January,Asia,Footwear,99,7291.02
10/15/2024,October,Australia,Accessories,62,5118.72
5/8/2025,May,North America,Footwear,13,851.67
7/19/2023,July,Australia,Accessories,83,5249.65
9/22/2023,September,Africa,Women,65,3031.6
6/25/2024,June,Europe,Men,45,3027.25
1/24/2025,January,North America,Footwear,47,957.32
4/26/2025,April,South America,Men,16,1145.7
5/17/2025,May,Asia,Women,3,58.05
1/27/2024,January,Australia,Footwear,70,6128.96
10/6/2024,October,North America,Men,95,5273.59
9/21/2023,September,Australia,Accessories,5,288.66
4/5/2025,April,North America,Women,26,1628.57
8/14/2023,August,Africa,Accessories,92,7345.71
12/22/2023,December,Africa,Accessories,15,795.94
3/20/2024,March,Africa,Women,73,3539.25
4/9/2025,April,Australia,Footwear,55,1977.25
6/29/2023,June,South America,Kids,22,473.52
4/28/2025,April,Africa,Kids,37,1003.84
7/13/2024,July,North America,Women,85,854.04
7/13/2023,July,Africa,Kids,29,2559.19
6/14/2024,June,Europe,Men,26,2050
10/31/2023,October,Africa,Footwear,70,2077.7
8/16/2023,August,Australia,Accessories,11,112.37
3/28/2025,March,South America,Accessories,20,1085.81
5/10/2024,May,Europe,Women,84,3959.05
9/6/2023,September,Australia,Accessories,91,7265.49
7/22/2024,July,Australia,Men,70,3238.24
10/26/2024,October,Australia,Men,33,2896.42
10/11/2024,October,North America,Women,30,558.76
9/1/2024,September,Australia,Accessories,50,2146.36
4/12/2024,April,North America,Kids,34,3197.86
9/11/2024,September,Australia,Kids,5,55.28
10/6/2023,October,Asia,Footwear,80,3613.68
7/9/2023,July,Europe,Women,12,400.48
3/17/2024,March,Asia,Footwear,76,4397.93
2/11/2025,February,Australia,Kids,75,2631.68
12/12/2024,December,Europe,Kids,52,4591.17
1/22/2025,January,Europe,Kids,51,4811.46
11/22/2024,November,South America,Footwear,21,1814.86
11/8/2024,November,Asia,Women,71,3256.85
5/28/2025,May,South America,Men,58,5747.45
10/8/2024,October,Europe,Men,98,7463.02
2/19/2025,February,North America,Kids,64,2688.31
3/31/2024,March,Europe,Women,93,1714.21
8/5/2024,August,South America,Women,6,420.21
5/26/2024,May,Asia,Accessories,98,7405.96
3/19/2025,March,Australia,Accessories,49,1030.04
3/11/2025,March,Australia,Footwear,72,4282.29
8/26/2023,August,Asia,Accessories,37,3657
10/8/2023,October,Australia,Footwear,10,393.62
9/27/2024,September,Australia,Men,80,2973.64
7/21/2024,July,South America,Kids,66,6025.61
2/15/2024,February,Asia,Women,56,1151.78
6/24/2023,June,Africa,Men,83,7803.45
1/11/2025,January,North America,Men,71,5690.92
5/17/2025,May,North America,Footwear,66,2981.59
9/1/2024,September,Australia,Kids,45,788.37
7/3/2024,July,North America,Footwear,87,1020.14
9/26/2024,September,Asia,Men,95,4163.36
11/5/2024,November,Asia,Women,68,4996.76
3/3/2025,March,Europe,Accessories,64,3448.17
4/28/2024,April,Europe,Footwear,16,1223.66
8/17/2023,August,North America,Men,10,703.51
1/11/2024,January,Africa,Accessories,21,1292.79
3/5/2025,March,Europe,Accessories,92,8930.89
10/8/2024,October,Europe,Men,12,906.66
11/30/2023,November,Asia,Kids,13,1200.1
10/10/2023,October,Africa,Men,81,2575.35
8/17/2024,August,Australia,Women,82,6086.66
9/24/2023,September,North America,Accessories,10,638.02
4/28/2025,April,Europe,Women,92,8573.17
12/31/2023,December,Africa,Footwear,13,727.23
12/24/2024,December,Africa,Accessories,34,1195.7
9/9/2024,September,North America,Kids,59,2633.49
3/2/2024,March,Africa,Men,49,1455.04
11/3/2024,November,Africa,Footwear,6,178.79
4/16/2024,April,Africa,Women,12,628.06
7/5/2024,July,Europe,Footwear,29,2619.6
3/25/2025,March,North America,Kids,77,2099.65
6/5/2024,June,Africa,Men,26,933.62
2/5/2025,February,Africa,Footwear,68,5900.29
7/4/2024,July,Europe,Women,79,3202.11
10/3/2024,October,North America,Footwear,16,1545.88
9/13/2023,September,Asia,Men,53,1812.75
9/7/2024,September,Europe,Footwear,19,946.07
5/23/2024,May,North America,Women,47,874.43
7/11/2023,July,Africa,Men,90,8936.62
6/23/2023,June,North America,Kids,32,2883.61
6/28/2024,June,North America,Kids,70,5850.64
6/4/2024,June,Australia,Accessories,70,1691.26
8/24/2024,August,North America,Footwear,61,5931.78
10/27/2024,October,Asia,Women,5,468.12
11/21/2024,November,North America,Footwear,59,2903.42
9/1/2023,September,Asia,Men,2,142.69
5/22/2025,May,Africa,Accessories,2,198.64
8/26/2024,August,Asia,Women,3,140.63
11/30/2023,November,Africa,Footwear,70,1412.19
9/15/2024,September,Africa,Women,95,8369.51
7/9/2023,July,Asia,Men,43,2274
11/20/2023,November,Europe,Accessories,5,494.14
3/29/2025,March,South America,Women,50,2979.02
3/22/2025,March,North America,Men,10,126.53
1/31/2024,January,Australia,Kids,27,1464.9
3/31/2025,March,South America,Women,24,1791.01
8/17/2024,August,North America,Accessories,22,271.54
9/20/2024,September,North America,Women,89,4201.72
6/9/2023,June,Africa,Women,3,72
8/24/2023,August,North America,Men,16,1086.06
9/1/2023,September,Australia,Footwear,30,2884.83
11/21/2023,November,North America,Footwear,43,2847.14
6/3/2025,June,Asia,Women,4,290.16
1/19/2025,January,South America,Accessories,40,1827.63
12/12/2024,December,Asia,Accessories,16,970.92
4/29/2025,April,Australia,Men,72,4244.2
6/30/2024,June,North America,Women,88,6896.08
12/16/2023,December,Australia,Women,16,1393.95
10/14/2023,October,Africa,Footwear,91,6339.04
11/27/2023,November,Asia,Men,66,6480.06
6/10/2023,June,Asia,Kids,55,4650.03
6/26/2023,June,Europe,Accessories,20,424.36
10/14/2023,October,North America,Accessories,51,2839.31
2/4/2024,February,Africa,Women,84,7668.46
6/17/2023,June,Asia,Men,84,7976.15
9/5/2024,September,Asia,Kids,83,3670.14
6/16/2024,June,Africa,Accessories,57,4292.86
6/14/2024,June,Australia,Men,51,2394.4
4/14/2024,April,Australia,Kids,18,380.33
12/18/2024,December,North America,Women,77,6900.36
8/28/2024,August,Europe,Footwear,81,7603.94
2/18/2024,February,Asia,Accessories,59,3270.23
11/23/2024,November,Europe,Accessories,97,1129.82
8/1/2024,August,Australia,Kids,28,2336.41
3/24/2024,March,Australia,Footwear,69,3651.92
1/24/2024,January,South America,Men,28,469.07
9/19/2023,September,North America,Women,89,2407.03
2/20/2025,February,South America,Men,84,1990.02
5/31/2025,May,South America,Kids,85,6100.03
5/31/2024,May,South America,Accessories,13,480.31
5/23/2024,May,North America,Accessories,6,128.95
7/14/2023,July,North America,Men,29,2685.06
3/11/2025,March,Africa,Women,9,864.79
9/5/2023,September,Europe,Kids,29,651.68
8/17/2024,August,Europe,Women,38,1167.41
7/13/2024,July,Africa,Kids,65,4113.91
7/17/2023,July,Africa,Women,56,1318.56
8/5/2023,August,Australia,Men,30,728.2
3/4/2025,March,South America,Footwear,96,3868.02
12/31/2024,December,Africa,Kids,59,5630.09
12/26/2023,December,Asia,Men,87,8405.92
3/11/2024,March,Europe,Accessories,58,4974.13
7/3/2024,July,Africa,Accessories,10,726.14
4/13/2024,April,Asia,Women,21,1572.07
2/8/2024,February,Asia,Accessories,56,2926.65
5/28/2024,May,Asia,Footwear,26,1500.56
12/21/2024,December,Australia,Kids,15,1006.51
9/18/2023,September,Australia,Women,81,6141.08
4/4/2024,April,Asia,Kids,35,655.07
1/4/2024,January,Australia,Kids,89,2691.34
4/13/2024,April,South America,Men,15,1449.97
5/30/2024,May,Asia,Accessories,97,3895.79
12/21/2023,December,South America,Kids,75,2562.2
6/4/2025,June,South America,Footwear,88,4221.54
5/31/2025,May,Asia,Footwear,6,217.1
7/30/2023,July,Europe,Accessories,28,509.77
1/9/2025,January,Asia,Accessories,63,1809.14
9/23/2023,September,Asia,Women,29,1960.82
12/29/2024,December,Australia,Women,48,1444.15
9/21/2023,September,Asia,Women,63,4302.27
6/15/2024,June,Europe,Accessories,58,1102.42
8/22/2023,August,Australia,Kids,21,289.15
8/7/2023,August,North America,Men,76,6653.12
10/8/2024,October,North America,Women,22,1724.85
3/7/2025,March,South America,Men,27,1888.45
6/2/2024,June,South America,Footwear,85,1086.38
5/23/2024,May,Europe,Accessories,79,2491.81
2/17/2024,February,Africa,Footwear,57,4737.17
11/4/2023,November,North America,Women,82,1887.65
10/16/2023,October,South America,Kids,10,831.57
7/28/2023,July,North America,Women,22,1376.78
6/15/2024,June,Europe,Men,44,3371.86
6/11/2024,June,Europe,Women,84,5712.47
6/15/2024,June,Africa,Kids,83,3944.91
4/16/2025,April,Africa,Kids,28,1015.78
5/24/2025,May,Australia,Accessories,50,3527.28
5/19/2025,May,Europe,Accessories,51,4213.73
2/4/2025,February,South America,Kids,1,14.03
3/13/2024,March,North America,Kids,34,1502.52
5/26/2024,May,Asia,Men,35,1454.8
10/18/2024,October,Africa,Women,90,5431.71
12/24/2023,December,Asia,Accessories,61,1235.45
12/2/2023,December,South America,Men,30,2820.23
8/14/2023,August,Africa,Women,76,4511.81
5/28/2024,May,Asia,Accessories,78,7264.74
9/24/2024,September,South America,Men,68,5679.68
5/12/2025,May,North America,Footwear,76,2070.81
11/23/2024,November,South America,Footwear,88,1928.12
3/3/2025,March,Australia,Accessories,40,3500.5
10/11/2023,October,Africa,Men,95,5533.66
6/20/2024,June,Europe,Women,65,765.5
8/29/2024,August,North America,Women,37,3480.98
2/26/2025,February,Asia,Men,64,3364.64
4/17/2025,April,Africa,Footwear,1,37.08
5/5/2025,May,Europe,Men,15,847.41
7/22/2024,July,South America,Footwear,13,1092.81
4/11/2024,April,Europe,Footwear,29,577.86
9/2/2024,September,Africa,Women,55,2326.72
10/12/2024,October,Africa,Accessories,45,1741.41
12/18/2024,December,Australia,Kids,4,342.27
12/31/2023,December,Australia,Men,64,5123.97
4/13/2025,April,Europe,Footwear,15,690.14
3/19/2024,March,South America,Men,48,3350.59
1/14/2025,January,Europe,Accessories,76,3458.01
2/2/2024,February,Africa,Accessories,56,3439.42
5/17/2025,May,Africa,Kids,89,8829.63
3/24/2025,March,Asia,Kids,91,5296.35
7/23/2023,July,Australia,Footwear,70,6928.02
5/5/2024,May,Asia,Kids,87,6720.57
3/14/2024,March,North America,Footwear,15,312.98
8/6/2023,August,Africa,Women,39,3183.84
12/22/2023,December,Asia,Footwear,69,1691.58
8/26/2023,August,Europe,Kids,87,5038.13
5/25/2024,May,Australia,Men,79,5150.17
4/18/2025,April,Australia,Kids,89,8036.77
9/13/2024,September,South America,Accessories,60,1736.29
9/7/2024,September,Europe,Kids,94,8350.47
1/19/2024,January,South America,Women,44,4140.6
6/29/2024,June,Asia,Footwear,43,776.32
6/15/2024,June,North America,Accessories,4,358.7
3/22/2024,March,Europe,Footwear,77,2566.12
8/14/2024,August,Europe,Footwear,50,864.5
12/26/2024,December,Europe,Kids,39,3754.6
4/27/2024,April,South America,Men,54,2446.11
1/17/2025,January,Asia,Accessories,23,1519.58
3/12/2025,March,Europe,Women,60,3585.51
8/3/2023,August,Europe,Women,80,2334.91
12/23/2024,December,Australia,Men,35,2459.13
4/2/2024,April,North America,Men,54,764.12
4/19/2024,April,Australia,Kids,58,1640.16
7/21/2023,July,Australia,Women,62,5891.22
2/4/2025,February,North America,Accessories,80,7665.25
4/30/2024,April,Asia,Men,48,2565.07
8/8/2024,August,Australia,Men,7,176.52
9/22/2024,September,Asia,Men,45,2157.56
12/31/2024,December,Australia,Accessories,13,1156.17
5/3/2024,May,Africa,Women,53,865.21
6/30/2023,June,North America,Accessories,93,2000.26
5/19/2024,May,Australia,Accessories,39,3533.74
8/29/2023,August,Africa,Kids,84,3980.3
8/12/2024,August,South America,Men,93,1628.55
11/23/2023,November,Africa,Women,18,405.52
2/23/2024,February,Europe,Kids,22,1967.25
10/3/2023,October,Australia,Kids,36,1947.93
7/3/2023,July,Africa,Footwear,53,1307.48
7/22/2024,July,Asia,Men,72,6513.51
9/5/2023,September,South America,Women,3,258.23
7/5/2024,July,Australia,Women,62,748.47
5/4/2025,May,Europe,Women,29,1806.38
10/24/2023,October,Africa,Men,73,2335.29
12/12/2023,December,South America,Women,8,463.86
12/12/2023,December,Australia,Accessories,94,3302.61
8/23/2023,August,South America,Accessories,76,2920.59
9/15/2024,September,Europe,Men,46,2951.67
2/18/2025,February,Africa,Women,92,5381.75
3/14/2025,March,South America,Footwear,56,2551.77
8/7/2024,August,South America,Footwear,49,964.37
6/30/2024,June,North America,Footwear,43,4181.67
12/16/2023,December,South America,Accessories,10,257.14
9/2/2024,September,North America,Footwear,13,870.75
7/25/2023,July,Africa,Women,57,994.48
10/20/2024,October,Australia,Women,2,143.9
8/6/2024,August,Australia,Footwear,65,1204.81
4/24/2024,April,Africa,Kids,86,2636.39
5/5/2024,May,Africa,Footwear,97,6618.18
6/19/2023,June,Asia,Kids,80,2837.13
8/9/2024,August,Africa,Men,42,2434.18
9/14/2024,September,South America,Men,58,1229.92
2/2/2025,February,Australia,Women,93,2624.09
10/15/2024,October,Europe,Accessories,10,760.4
3/9/2024,March,Australia,Women,63,829.24
3/11/2024,March,North America,Women,71,1424.4
11/21/2024,November,Australia,Accessories,61,1790.11
12/2/2023,December,Asia,Women,1,11.82
1/15/2025,January,Africa,Accessories,26,483.19
12/24/2024,December,Africa,Women,5,176.63
10/11/2024,October,Australia,Men,35,642.69
8/7/2024,August,Europe,Kids,13,1143.36
11/27/2024,November,Europe,Women,27,430.56
10/17/2023,October,Asia,Kids,12,1049.86
3/26/2025,March,North America,Footwear,94,7901.4
11/2/2024,November,Australia,Women,50,953.43
5/5/2025,May,Africa,Men,96,1177.65
2/9/2024,February,Australia,Accessories,59,855.46
2/16/2025,February,Asia,Men,31,1957.15
5/22/2024,May,South America,Kids,69,4852.9
9/30/2024,September,South America,Accessories,37,2436.78
1/6/2024,January,Asia,Men,2,117.47
2/21/2025,February,Africa,Men,71,1826.23
1/26/2025,January,Asia,Men,65,5569.58
11/12/2024,November,Africa,Accessories,3,118.44
1/14/2024,January,Europe,Men,20,1975.12
8/18/2024,August,Asia,Men,2,89.27
4/15/2025,April,Africa,Kids,42,1414.16
11/22/2024,November,Asia,Men,43,3890.75
5/8/2024,May,Asia,Men,21,1282.41
2/28/2024,February,Africa,Footwear,45,3373.49
5/28/2024,May,Africa,Accessories,96,4488.57
6/17/2023,June,North America,Footwear,20,1796.45
8/7/2024,August,Asia,Kids,43,3981.6
7/23/2023,July,South America,Footwear,50,2465.46
5/29/2025,May,Asia,Women,95,3008.19
12/20/2023,December,Asia,Accessories,43,2936.49
1/12/2025,January,Africa,Men,97,9303.52
4/8/2025,April,Asia,Footwear,24,1584.48
3/16/2024,March,Australia,Footwear,82,7862.16
9/1/2024,September,Asia,Men,84,3439.19
7/20/2023,July,Australia,Men,60,5541.43
12/8/2024,December,South America,Kids,32,644.19
7/31/2023,July,Africa,Footwear,5,211.48
6/18/2023,June,Asia,Footwear,2,109
12/24/2024,December,Australia,Women,26,1788.28
9/27/2023,September,Australia,Women,25,911.81
3/5/2024,March,Australia,Footwear,50,4659.08
1/17/2024,January,Europe,Women,86,7853.06
5/8/2024,May,North America,Footwear,39,3195.67
1/20/2025,January,South America,Accessories,86,1745.17
11/16/2023,November,Asia,Kids,75,1278.46
2/29/2024,February,Europe,Women,11,603.15
7/27/2023,July,Asia,Footwear,63,4969.5
10/18/2023,October,Asia,Women,68,1434.2
5/29/2024,May,Africa,Kids,97,6569.75
7/20/2023,July,Africa,Accessories,18,1035.13
1/3/2024,January,Africa,Men,95,7157.21
11/29/2024,November,Europe,Men,28,1377.15
5/13/2025,May,Asia,Women,42,3040.66
7/19/2023,July,North America,Footwear,60,1461.89
6/26/2023,June,South America,Kids,22,644.9
11/10/2023,November,Africa,Accessories,40,3652
7/30/2024,July,Africa,Accessories,62,2457.91
4/11/2024,April,Asia,Accessories,3,296.09
5/26/2025,May,Asia,Men,71,1005.25
5/24/2024,May,Europe,Kids,63,3441.62
7/24/2023,July,Europe,Men,20,784.98
11/2/2024,November,Africa,Women,71,7074.22
10/17/2023,October,Asia,Accessories,71,7036.32
5/20/2025,May,North America,Kids,93,2898.99
3/30/2024,March,South America,Accessories,26,885.38
8/14/2023,August,Asia,Men,41,3176.29
10/3/2024,October,Asia,Men,3,270.21
2/27/2024,February,Australia,Men,43,2998.51
10/18/2024,October,Europe,Accessories,17,1493
12/8/2023,December,South America,Kids,84,1318.49
10/26/2023,October,Africa,Kids,98,6629.46
5/20/2025,May,Asia,Women,53,3869.82
8/23/2024,August,Africa,Accessories,52,1410.69
3/17/2024,March,Asia,Women,33,2640.57
7/18/2024,July,Africa,Women,80,7598.71
12/10/2023,December,South America,Women,60,5449.02
7/19/2023,July,Europe,Women,87,2788.09
6/25/2024,June,South America,Men,68,2662.83
7/28/2024,July,Australia,Women,56,3078.04
6/7/2024,June,North America,Kids,64,1552.16
5/10/2024,May,Europe,Women,97,9298.01
1/9/2025,January,South America,Men,8,196.35
2/11/2024,February,Australia,Footwear,69,5418.44
12/21/2024,December,North America,Footwear,33,1344.04
10/16/2024,October,Australia,Footwear,25,1540.87
11/26/2024,November,Asia,Accessories,71,1011.44
7/28/2023,July,Asia,Kids,7,199.16
4/25/2025,April,Africa,Men,59,2949.72
7/3/2024,July,Europe,Footwear,33,2341.26
11/22/2024,November,Asia,Men,41,3279.2
3/10/2024,March,Australia,Men,33,419.52
7/16/2024,July,Europe,Accessories,29,688
6/18/2023,June,Asia,Footwear,39,2951.57
6/17/2023,June,Africa,Women,57,4740.97
3/3/2024,March,South America,Men,96,3003.98
1/19/2024,January,Africa,Footwear,93,2852.2
2/10/2025,February,North America,Men,64,1147.05
11/21/2024,November,Asia,Accessories,86,2023.28
1/21/2025,January,North America,Accessories,66,707.61
8/28/2024,August,North America,Women,9,567.76
12/17/2024,December,Australia,Accessories,29,2649.16
2/21/2024,February,Europe,Footwear,97,2275.8
1/25/2024,January,Australia,Accessories,74,5744.61
12/17/2023,December,Asia,Women,28,1725.62
